timestamp,target_ip,username,password,result
2026-05-19T17:26:37.397507,192.168.21.165,admin,345008,BAD_CREDENTIALS
2026-05-19T17:26:37.401703,192.168.21.165,admin,349085,BAD_CREDENTIALS
2026-05-19T17:26:37.401932,192.168.21.165,admin,189089,BAD_CREDENTIALS
2026-05-19T17:26:37.407752,192.168.21.165,admin,27282,BAD_CREDENTIALS
2026-05-19T17:26:37.414321,192.168.21.165,admin,193328,BAD_CREDENTIALS
2026-05-19T17:26:37.418150,192.168.21.165,admin,186488,BAD_CREDENTIALS
2026-05-19T17:26:37.422090,192.168.21.165,admin,Relay@1,BAD_CREDENTIALS
2026-05-19T17:26:37.426216,192.168.21.165,admin,285055,BAD_CREDENTIALS
2026-05-19T17:26:37.430104,192.168.21.165,admin,456171,BAD_CREDENTIALS
2026-05-19T17:26:38.384787,192.168.21.165,admin,335944,BAD_CREDENTIALS
2026-05-19T17:26:38.386116,192.168.21.165,admin,194889,BAD_CREDENTIALS
2026-05-19T17:26:38.389890,192.168.21.165,admin,470956,BAD_CREDENTIALS
2026-05-19T17:26:38.394904,192.168.21.165,admin,Alarm*9,BAD_CREDENTIALS
2026-05-19T17:26:38.394228,192.168.21.165,admin,317593,BAD_CREDENTIALS
2026-05-19T17:26:38.406638,192.168.21.165,admin,399408,BAD_CREDENTIALS
2026-05-19T17:26:38.403922,192.168.21.165,admin,1170,BAD_CREDENTIALS
2026-05-19T17:26:38.406862,192.168.21.165,admin,77498,BAD_CREDENTIALS
2026-05-19T17:26:38.414919,192.168.21.165,admin,184303,BAD_CREDENTIALS
2026-05-19T17:26:38.419307,192.168.21.165,admin,197734,BAD_CREDENTIALS
2026-05-19T17:26:38.426217,192.168.21.165,admin,318243,BAD_CREDENTIALS
2026-05-19T17:26:38.430692,192.168.21.165,admin,128342,BAD_CREDENTIALS
2026-05-19T17:26:38.442798,192.168.21.165,admin,438232,BAD_CREDENTIALS
2026-05-19T17:26:38.444064,192.168.21.165,admin,203741,BAD_CREDENTIALS
2026-05-19T17:26:38.439814,192.168.21.165,admin,104885,BAD_CREDENTIALS
2026-05-19T17:26:38.458252,192.168.21.165,admin,164545,BAD_CREDENTIALS
2026-05-19T17:26:38.459687,192.168.21.165,admin,349480,BAD_CREDENTIALS
2026-05-19T17:26:38.458893,192.168.21.165,admin,62646,BAD_CREDENTIALS
2026-05-19T17:26:38.476676,192.168.21.165,admin,60271,BAD_CREDENTIALS
2026-05-19T17:26:38.485876,192.168.21.165,admin,34121,BAD_CREDENTIALS
2026-05-19T17:26:38.487312,192.168.21.165,admin,1234567pi,BAD_CREDENTIALS
2026-05-19T17:26:38.489817,192.168.21.165,admin,396203,BAD_CREDENTIALS
2026-05-19T17:26:38.499394,192.168.21.165,admin,168161,BAD_CREDENTIALS
2026-05-19T17:26:38.499615,192.168.21.165,admin,345087,BAD_CREDENTIALS
2026-05-19T17:26:38.508277,192.168.21.165,admin,192485,BAD_CREDENTIALS
2026-05-19T17:26:38.515066,192.168.21.165,admin,89107,BAD_CREDENTIALS
2026-05-19T17:26:38.516787,192.168.21.165,admin,405327,BAD_CREDENTIALS
2026-05-19T17:26:38.519521,192.168.21.165,admin,347098,BAD_CREDENTIALS
2026-05-19T17:26:38.526459,192.168.21.165,admin,117241,BAD_CREDENTIALS
2026-05-19T17:26:38.526626,192.168.21.165,admin,75722,BAD_CREDENTIALS
2026-05-19T17:26:38.531723,192.168.21.165,admin,252579,BAD_CREDENTIALS
2026-05-19T17:26:38.539568,192.168.21.165,admin,266816,BAD_CREDENTIALS
2026-05-19T17:26:38.541089,192.168.21.165,admin,72310,BAD_CREDENTIALS
2026-05-19T17:26:39.389877,192.168.21.165,admin,58956,BAD_CREDENTIALS
2026-05-19T17:26:39.395037,192.168.21.165,admin,375488,BAD_CREDENTIALS
2026-05-19T17:26:39.395187,192.168.21.165,admin,310374,BAD_CREDENTIALS
2026-05-19T17:26:39.399831,192.168.21.165,admin,92788,BAD_CREDENTIALS
2026-05-19T17:26:39.404306,192.168.21.165,admin,135173,BAD_CREDENTIALS
2026-05-19T17:26:39.407978,192.168.21.165,admin,212498,BAD_CREDENTIALS
2026-05-19T17:26:39.411981,192.168.21.165,admin,206894,BAD_CREDENTIALS
2026-05-19T17:26:39.415944,192.168.21.165,admin,189839,BAD_CREDENTIALS
2026-05-19T17:26:39.419944,192.168.21.165,admin,88304,BAD_CREDENTIALS
2026-05-19T17:26:39.422874,192.168.21.165,admin,34213,BAD_CREDENTIALS
2026-05-19T17:26:39.425664,192.168.21.165,admin,163550,BAD_CREDENTIALS
2026-05-19T17:26:39.429619,192.168.21.165,admin,355465,BAD_CREDENTIALS
2026-05-19T17:26:39.429034,192.168.21.165,admin,281647,BAD_CREDENTIALS
2026-05-19T17:26:39.433300,192.168.21.165,admin,258200,BAD_CREDENTIALS
