timestamp,target_ip,username,password,result
2026-05-19T16:41:37.834947,192.168.21.165,admin,345008,BAD_CREDENTIALS
2026-05-19T16:41:37.838391,192.168.21.165,admin,194889,BAD_CREDENTIALS
2026-05-19T16:41:37.838890,192.168.21.165,admin,470956,BAD_CREDENTIALS
2026-05-19T16:41:37.844925,192.168.21.165,admin,189089,BAD_CREDENTIALS
2026-05-19T16:41:37.852087,192.168.21.165,admin,335944,BAD_CREDENTIALS
2026-05-19T16:41:37.849161,192.168.21.165,admin,349085,BAD_CREDENTIALS
2026-05-19T16:41:37.854374,192.168.21.165,admin,1170,BAD_CREDENTIALS
2026-05-19T16:41:38.826226,192.168.21.165,admin,Alarm*9,BAD_CREDENTIALS
2026-05-19T16:41:38.827667,192.168.21.165,admin,317593,BAD_CREDENTIALS
2026-05-19T16:41:38.830720,192.168.21.165,admin,456171,BAD_CREDENTIALS
2026-05-19T16:41:38.834504,192.168.21.165,admin,399408,BAD_CREDENTIALS
2026-05-19T16:41:38.835159,192.168.21.165,admin,203741,BAD_CREDENTIALS
2026-05-19T16:41:38.844657,192.168.21.165,admin,310374,BAD_CREDENTIALS
2026-05-19T16:41:38.844094,192.168.21.165,admin,58956,BAD_CREDENTIALS
2026-05-19T16:41:38.852482,192.168.21.165,admin,197734,BAD_CREDENTIALS
2026-05-19T16:41:38.856233,192.168.21.165,admin,104885,BAD_CREDENTIALS
2026-05-19T16:41:38.858941,192.168.21.165,admin,184303,BAD_CREDENTIALS
2026-05-19T16:41:38.863347,192.168.21.165,admin,27282,BAD_CREDENTIALS
2026-05-19T16:41:38.868397,192.168.21.165,admin,128342,BAD_CREDENTIALS
2026-05-19T16:41:38.868326,192.168.21.165,admin,438232,BAD_CREDENTIALS
2026-05-19T16:41:38.878368,192.168.21.165,admin,Relay@1,BAD_CREDENTIALS
2026-05-19T16:41:38.872875,192.168.21.165,admin,193328,BAD_CREDENTIALS
2026-05-19T16:41:38.881562,192.168.21.165,admin,186488,BAD_CREDENTIALS
2026-05-19T16:41:38.882226,192.168.21.165,admin,285055,BAD_CREDENTIALS
2026-05-19T16:41:38.892071,192.168.21.165,admin,120941,BAD_CREDENTIALS
2026-05-19T16:41:38.889927,192.168.21.165,admin,164545,BAD_CREDENTIALS
2026-05-19T16:41:38.905695,192.168.21.165,admin,34121,BAD_CREDENTIALS
2026-05-19T16:41:38.906290,192.168.21.165,admin,144323,BAD_CREDENTIALS
2026-05-19T16:41:38.913182,192.168.21.165,admin,396203,BAD_CREDENTIALS
2026-05-19T16:41:38.915252,192.168.21.165,admin,60271,BAD_CREDENTIALS
2026-05-19T16:41:38.922634,192.168.21.165,admin,187902,BAD_CREDENTIALS
2026-05-19T16:41:38.925578,192.168.21.165,admin,345087,BAD_CREDENTIALS
2026-05-19T16:41:39.847305,192.168.21.165,admin,77498,BAD_CREDENTIALS
2026-05-19T16:41:39.850351,192.168.21.165,admin,405327,BAD_CREDENTIALS
2026-05-19T16:41:39.851784,192.168.21.165,admin,318243,BAD_CREDENTIALS
2026-05-19T16:41:39.861062,192.168.21.165,admin,281647,BAD_CREDENTIALS
