timestamp,target_ip,username,password,result
2026-05-19T17:08:51.094183,192.168.21.165,admin,189089,BAD_CREDENTIALS
2026-05-19T17:08:51.100253,192.168.21.165,admin,399408,BAD_CREDENTIALS
2026-05-19T17:08:51.106859,192.168.21.165,admin,194889,BAD_CREDENTIALS
2026-05-19T17:08:51.118908,192.168.21.165,admin,193328,BAD_CREDENTIALS
2026-05-19T17:08:51.121309,192.168.21.165,admin,Relay@1,BAD_CREDENTIALS
2026-05-19T17:08:51.125371,192.168.21.165,admin,128342,BAD_CREDENTIALS
2026-05-19T17:08:51.130783,192.168.21.165,admin,285055,BAD_CREDENTIALS
2026-05-19T17:08:51.150085,192.168.21.165,admin,456171,BAD_CREDENTIALS
2026-05-19T17:08:51.172363,192.168.21.165,admin,197734,BAD_CREDENTIALS
2026-05-19T17:08:51.189540,192.168.21.165,admin,281647,BAD_CREDENTIALS
2026-05-19T17:08:51.205915,192.168.21.165,admin,396203,BAD_CREDENTIALS
2026-05-19T17:08:51.194613,192.168.21.165,admin,120941,BAD_CREDENTIALS
2026-05-19T17:08:51.206254,192.168.21.165,admin,62646,BAD_CREDENTIALS
2026-05-19T17:08:51.222848,192.168.21.165,admin,164545,BAD_CREDENTIALS
2026-05-19T17:08:51.223951,192.168.21.165,admin,1234567pi,BAD_CREDENTIALS
2026-05-19T17:08:51.233940,192.168.21.165,admin,144323,BAD_CREDENTIALS
2026-05-19T17:08:51.245634,192.168.21.165,admin,117241,BAD_CREDENTIALS
2026-05-19T17:08:51.249972,192.168.21.165,admin,192485,BAD_CREDENTIALS
2026-05-19T17:08:51.237455,192.168.21.165,admin,345087,BAD_CREDENTIALS
2026-05-19T17:08:51.255481,192.168.21.165,admin,89107,BAD_CREDENTIALS
2026-05-19T17:08:51.254205,192.168.21.165,admin,459000,BAD_CREDENTIALS
2026-05-19T17:08:51.274232,192.168.21.165,admin,359225,BAD_CREDENTIALS
2026-05-19T17:08:51.261310,192.168.21.165,admin,92788,BAD_CREDENTIALS
2026-05-19T17:08:51.278475,192.168.21.165,admin,375488,BAD_CREDENTIALS
2026-05-19T17:08:51.271844,192.168.21.165,admin,135173,BAD_CREDENTIALS
2026-05-19T17:08:51.290058,192.168.21.165,admin,189839,BAD_CREDENTIALS
2026-05-19T17:08:51.302558,192.168.21.165,admin,34213,BAD_CREDENTIALS
2026-05-19T17:08:51.324678,192.168.21.165,admin,253607,BAD_CREDENTIALS
2026-05-19T17:08:51.325149,192.168.21.165,admin,431204,BAD_CREDENTIALS
2026-05-19T17:08:51.317475,192.168.21.165,admin,163550,BAD_CREDENTIALS
